YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
2020,3,YOUNG WON TRADING INC,162639,HAKUSHIKA JUNMAI GINJO 12/CS - 300ML,WINE,0.0,0.0,5.0
2020,3,YOUNG WON TRADING INC,162655,HAKUSHIKA CHOKARA X/DRY SAKE - 300ML,WINE,1.65,2.0,7.0
2020,3,SUTTER HOME WINERY INC,162680,JOEL GOTT S/BLC - 750ML,WINE,75.25,71.0,17.0
2020,3,ROYAL WINE CORP,162698,KEDEM CONCARD GRAPE - 1.5L,WINE,0.0,0.0,3.0
2020,3,TRI-VIN IMPORTS,162744,BADIOLO CHIANTI RIS - 750ML,WINE,14.12,15.0,1.0
2020,3,LANTERNA DISTRIBUTORS INC,163090,DUCK POND P/GRIS - 750ML,WINE,0.49,0.0,0.0
2020,3,MONSIEUR TOUTON SELECTION,16314,DOMINO DE UGARTE RES RIOJA - 750ML,WINE,2.47,2.0,0.0
2020,3,PUNTO VINO LLC,163180,BEGALI VALP CL SUP - 750ML,WINE,0.0,2.0,6.0
2020,3,MONSIEUR TOUTON SELECTION,163538,ANDRE BRUNEL CDP - 750ML,WINE,0.24,0.0,0.0
2020,3,INTERNATIONAL CELLARS LLC,163589,KSARA RES DU COUVENT RED - 750ML,WINE,0.0,0.0,3.0
2020,3,JIM BEAM BRANDS CO,16365,SAUZA TEQ - SILVER - 1L,LIQUOR,8.16,10.0,11.0
2020,3,BACCHUS IMPORTERS LTD,16373,GOATS DO ROAM RED - 750ML,WINE,2.87,2.0,1.0
2020,3,INTERNATIONAL CELLARS LLC,163740,KSARA BDB - 750ML,WINE,1.0,0.0,1.0
2020,3,PROXIMO SPIRITS INC,16390,JOSE CUERVO GOLD TEQUILA - 50ML,LIQUOR,8.21,16.0,1.0
2020,3,PERNOD RICARD USA LLC,16420,JAMESON IRISH WHISKEY - 375ML,LIQUOR,21.37,32.0,1.0
2020,3,MICHAEL R DOWNEY SELECTIONS INC,164275,ORSOLANI LA RUSTIA ERBALUCE - 750ML,WINE,0.0,0.0,1.0
2020,3,OPICI FAMILY DISTRIBUTING OF MD,164330,EL COTO RIOJA CRIANZA - 750ML,WINE,0.0,0.0,2.0
2020,3,BACARDI USA INC,164496,BACARDI RUM - WHITE - 100ML,LIQUOR,0.32,0.0,0.0
2020,3,YOUNG WON TRADING INC,164550,SHO CHIKU BAI SAKE - 1.5L,WINE,0.0,0.0,3.0
2020,3,BACARDI USA INC,164593,BACARDI RUM - GOLD - 100ML,LIQUOR,0.54,0.0,0.0
2020,3,DIONYSOS IMPORTS INC,164984,GATAO ROSE - 750ML,WINE,0.0,0.0,1.0
2020,3,JIM BEAM BRANDS CO,16519,SAUZA TRES GEN ANEJO - 750ML,LIQUOR,11.03,17.0,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,16527,PIO CESARE BAROLO VV - 750ML,WINE,0.08,0.0,0.0
2020,3,CAMPARI AMERICA LLC,165492,WRAY & NEPHEW RUM WHITE 126P - 375ML,LIQUOR,1.76,2.0,0.0
2020,3,MONSIEUR TOUTON SELECTION,16560,MARTIN CENDOYA RED RES - 750ML,WINE,1.49,1.0,1.0
2020,3,ROYAL WINE CORP,166049,KEDEM BURG ROYAL - 750ML,WINE,0.0,0.0,4.0
2020,3,SURVILLE ENTERPRISES CORP,166240,VEUVE DU VERNAY ICE DEMI SEC - 750ML,WINE,14.3,17.0,2.0
2020,3,DEUTSCH FAMILY WINE & SPIRITS,166242,CLOS DE LOS SIETE - 750ML,WINE,1.74,0.42,0.0
2020,3,DEUTSCH FAMILY WINE & SPIRITS,166243,MASTERSON'S 10YR RYE WHISKEY - 750ML,LIQUOR,1.19,2.0,0.0
2020,3,BARON FRANCOIS LTD,166249,"DOMAINE RAISSAC SAUVIGNON BLANC ""OSTREA"" - 750ML",WINE,0.0,0.0,4.0
2020,3,RELIABLE CHURCHILL LLLP,166254,ROMBAUER CABERNET SAUVIGNON - 750ML,WINE,0.17,0.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166255,ROMBAUER VYDS CHARD CARNEROS 2017 - 750ML,WINE,5.46,4.0,5.0
2020,3,BARON FRANCOIS LTD,166257,DOMAINE DU CAVES DU PRIEURE SANCERRE BLANC - 375ML,WINE,0.36,0.0,0.0
2020,3,DUCKHORN WINE COMPANY,166259,CANVASBACK RED MOUNTAIN CAB SAUV - 750ML,WINE,0.0,0.0,2.0
2020,3,SUTTER HOME WINERY INC,166268,JOEL GOTT CALIFORNIA P/NOIR - 750ML,WINE,2.13,0.0,0.0
2020,3,CAMPARI AMERICA LLC,166270,WRAY & NEPHEW RUM WHITE 126P - 200ML,LIQUOR,0.64,1.0,1.0
2020,3,SERRALLES USA LLC,166277,DON Q RUM - ANEJO - 750ML,LIQUOR,0.89,0.0,0.0
2020,3,SERRALLES USA LLC,166278,DON Q RUM - GRAN ANEJO - 750ML,LIQUOR,0.51,1.0,0.0
2020,3,DELICATO FAMILY VINEYARDS,166279,NOBLE VINES 152 PINOT GRIGIO - 750ML,WINE,7.08,9.0,13.0
2020,3,DELICATO FAMILY VINEYARDS,166280,Z ALEXANDER BROWN SANTA LUCIA HIGHLANDS CHARDONNAY - 750ML,WINE,2.19,2.0,5.0
2020,3,JACKSON FAMILY ENTERPRISES INC,166281,K JACKSON VINT RES ROSE - 750ML,WINE,7.14,9.0,2.0
2020,3,REMY COINTREAU USA,166283,BRUICHLADDICH - ISLAY BARLEY - 750ML,LIQUOR,2.03,2.0,0.0
2020,3,SUTTER HOME WINERY INC,166284,SUTTER HOME MOSCATO SANGRIA - 750ML,WINE,5.81,4.0,7.0
2020,3,SUTTER HOME WINERY INC,166285,SUTTER HOME MOSCATO SANGRIA - 1.5L,WINE,14.69,15.0,10.0
2020,3,FRANCIS COPPOLA WINERY LLC,166286,COPPOLA DIAMOND PAVILLION CHARD - 750ML,WINE,3.14,2.0,1.0
2020,3,MESOZOIC TECHNOLOGIES LLC,166287,FAR EASTERN SHORE WINERY RUBY SWAN - 750ML,WINE,0.0,0.0,1.0
2020,3,MESOZOIC TECHNOLOGIES LLC,166288,FAR EASTERN SHORE WINERY DRAGONFLY BLUSH - 750ML,WINE,0.08,0.0,0.0
2020,3,MESOZOIC TECHNOLOGIES LLC,166289,FAR EASTERN SHORE WINERY LOTUS WHITE - 750ML,WINE,0.33,0.0,0.0
2020,3,JIM BEAM BRANDS CO,166291,CRUZAN RUM - BLACK STRAP - 750ML,LIQUOR,7.43,9.0,0.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166292,WORLD'S EDGE CAB - 750ML,WINE,0.0,0.0,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166293,WORLD'S EDGE CHARD - 750ML,WINE,0.0,0.0,1.0
2020,3,SANTA MARGHERITA USA INC,166297,SANTA MARGHERITA SPARKLING BRUT ROSE - 750ML,WINE,0.0,0.0,3.0
2020,3,E & J GALLO WINERY,166303,PROPHECY CAL CAB - 750ML,WINE,2.01,3.0,11.0
2020,3,E & J GALLO WINERY,166304,PROPHECY ROSE VIN DE FRANCE - 750ML,WINE,10.92,15.83,15.0
2020,3,KOBRAND CORPORATION,166306,CAKEBREAD CAB 16 - 750ML,WINE,1.97,0.0,0.0
2020,3,KOBRAND CORPORATION,166307,CAKEBREAD MERLOT 15/16 - 750ML,WINE,0.49,0.0,1.0
2020,3,DEUTSCH FAMILY WINE & SPIRITS,166327,FLEURS DE PRAIRIE ROSE - 750ML,WINE,4.0,4.42,4.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166331,BLACK STALLION CARNERNOS P/NOIR - 750ML,WINE,0.0,0.0,2.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166332,ROSCATO DARK RED BLEND - 750ML,WINE,0.17,0.0,3.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166333,ROSCATO SMOOTH - 750ML,WINE,2.36,1.0,4.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166334,CYT FRONTERA P/NOIR - 750ML,WINE,1.47,1.0,2.0
2020,3,RELIABLE CHURCHILL LLLP,166335,VIRGINIA HIGHLAND MALT WHISKEY - 750ML,LIQUOR,1.02,0.0,0.0
2020,3,DELICATO FAMILY VINEYARDS,166346,GNARLY HEAD 1924 BLACK CABERNET SAUVIGNON - 750ML,WINE,6.4,3.0,7.0
2020,3,DELICATO FAMILY VINEYARDS,166347,NOBLE VINES 515 DRY ROSE - 750ML,WINE,3.95,2.0,2.0
2020,3,CHASSEUR WINE LLC,166353,HELLO KITTY SWEET PINK W/GIFT BOX - 375ML,WINE,0.0,0.0,1.0
2020,3,CHASSEUR WINE LLC,166361,HELLO KITTY PINOT NOIR - 750ML,WINE,0.0,0.0,1.0
2020,3,RELIABLE CHURCHILL LLLP,166363,VIRGINIA HIGHLAND CIDER FINISH WHISKEY - 750ML,LIQUOR,0.85,0.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166364,VIRGINIA HIGHLAND CHARDONNAY CASK FINISH WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0
2020,3,BARON FRANCOIS LTD,166405,BALVERNE RUSSIAN RIVER VALLEY CHARDONNAY - 750ML,WINE,0.0,0.0,1.0
2020,3,CHASSEUR WINE LLC,166407,HELLO KITTY PINOT GRIGIO - 750ML,WINE,0.0,0.0,1.0
2020,3,AMERICAN BEVERAGE CORPORATION,166412,DAILY'S COCKTAIL STRAWBERRY DAIQUIRI - 10 OZ,WINE,0.0,0.0,7.0
2020,3,LANTERNA DISTRIBUTORS INC,166420,PACIFICANA CHARD - 750ML,WINE,0.0,0.0,2.0
2020,3,MOET HENNESSY USA,166424,VEUVE CLICQUOT YELLOW LBL - ICE JACKET - 750ML,WINE,0.16,0.0,1.0
2020,3,E & J GALLO WINERY,166425,BEAR FLAG SONOMA ZIN - 750ML,WINE,1.04,0.0,3.0
2020,3,KATCEF BROTHERS INC,166431,CUTWATER GIN & TONIC 6/4 CAN,LIQUOR,5.42,14.0,0.0
2020,3,KATCEF BROTHERS INC,166432,CUTWATER GRAPEFRUIT VODKA SODA 6/4 CAN,LIQUOR,2.76,12.0,0.0
2020,3,KATCEF BROTHERS INC,166433,CUTWATER RUM & GINGER 6/4 CAN,LIQUOR,0.0,16.0,0.0
2020,3,KATCEF BROTHERS INC,166434,CUTWATER SPICY BLOODY MARY 6/4 CAN,LIQUOR,5.4,13.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166435,PRAIRIE ORGANIC CUCUMBER VODKA - 750ML,LIQUOR,0.0,0.0,1.0
2020,3,CAMPARI AMERICA LLC,166445,SKYY INFUSIONS WATERMELON - 750ML,LIQUOR,1.04,0.0,0.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,166447,PATRON CITRONGE PINEAPPLE LIQ - 750ML,LIQUOR,0.72,2.0,0.0
2020,3,KATCEF BROTHERS INC,166448,CUTWATER VODKA & SODA MULE 6/4 CAN,LIQUOR,0.5,19.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166453,RIONDO PROSECCO (CORK) - 750ML,WINE,0.0,0.0,1.0
2020,3,SUTTER HOME WINERY INC,166454,MENAGE A TROIS LAVISH MERLOT - 750ML,WINE,6.22,3.0,10.0
2020,3,CAMPARI AMERICA LLC,166455,WILD TURKEY LONGBRANCH - 750ML,LIQUOR,14.54,11.0,0.0
2020,3,TAPWINES,166461,DOMAINE PETITJEAN BOURGOGNE COTE D'AUXERRE BLANC - 750ML,WINE,0.0,0.0,1.0
2020,3,VINTAGE WINE ESTATES INC,166466,GOUGUENHEIM MALBEC BUBBLES SPARKLING ROSE - 750ML,WINE,0.49,0.0,1.0
2020,3,DEUTSCH FAMILY WINE & SPIRITS,166473,LAYER CAKE BOURBON BARREL CABERNET SAUVIGNON - 750ML,WINE,1.64,2.0,1.0
2020,3,RELIABLE CHURCHILL LLLP,166474,PRAIRIE ORGANIC GIN - 750ML,LIQUOR,1.04,1.0,1.0
2020,3,RELIABLE CHURCHILL LLLP,166475,PRAIRIE ORGANIC VODKA - 750ML,LIQUOR,1.07,2.0,1.0
2020,3,RELIABLE CHURCHILL LLLP,166476,PRAIRIE ORGANIC VODKA - 1L,LIQUOR,0.0,0.0,0.0
2020,3,AREL GROUP WINE & SPIRITS,166477,CARLETTO MONTEPULCIANO - 1.5L,WINE,0.0,0.0,2.0
2020,3,DMV DISTRIBUTING LLC,166478,DFJ VINHOS BIGODE RED BLEND - 705ML,WINE,0.0,0.0,3.0
2020,3,SUTTER HOME WINERY INC,166479,MENAGE A TROIS LUSCIOUS PINOT NOIR - 750ML,WINE,8.58,10.0,6.0
2020,3,KATCEF BROTHERS INC,166480,CUTWATER MARGARITA LIME COCKTAIL 6/4 CAN,LIQUOR,1.97,17.0,0.0
2020,3,SUTTER HOME WINERY INC,166492,MENAGE A TROIS SPARKLING ROSE - 750ML,WINE,6.39,5.0,3.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166497,FIT VINE SAUV BLC - 750ML,WINE,0.0,0.0,3.0
2020,3,TRI-VIN IMPORTS,166499,TERRA DE LOBOS RED - 750ML,WINE,2.07,0.0,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166500,FIT VINE CALIFORNIA CHARD - 750ML,WINE,0.0,0.0,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166505,FIT VINE CALIFORNIA P/NOIR - 750ML,WINE,0.0,0.0,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166510,FIT VINE CALIFORNIA CAB - 750ML,WINE,0.0,0.0,3.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166514,FIT VINE CALIFORNIA P/GRIG - 750ML,WINE,0.0,0.0,3.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",166515,BROADBENT COLHEITA MADEIRA 1996 - 750ML,WINE,0.0,0.0,2.0
2020,3,RELIABLE CHURCHILL LLLP,166520,DAILYS COCKTAIL PINA COLADA - 10 OZ,WINE,0.0,1.0,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",166528,BALLARD LANE CHARD - 750ML,WINE,0.0,0.0,1.0
2020,3,OPICI FAMILY DISTRIBUTING OF MD,166529,DOM BOUSQUET RESERVE P/NOIR - 750ML,WINE,0.0,0.0,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166559,SAPPORO 2/12 12OZ CANS,BEER,0.0,0.0,15.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,166560,SAPPORO 24/16OZ CAN,BEER,0.0,0.0,13.0
2020,3,PWSWN INC,166564,TRUE COLOURS CAVA BRUT - 750ML,WINE,0.0,0.0,3.0
2020,3,DELICATO FAMILY VINEYARDS,166567,BLACK STALLION SAUVIGNON BLANC - 750ML,WINE,2.11,1.0,4.0
2020,3,BARON FRANCOIS LTD,166568,DOMAINE UBY SAUV BLANC/GROS MANSENG - 750ML,WINE,0.0,0.0,1.0
2020,3,BARON FRANCOIS LTD,166569,CHATEAU DES ROQUES VACQUEYRAS - 750ML,WINE,0.0,0.0,1.0
2020,3,DELICATO FAMILY VINEYARDS,166570,Z ALEXANDER BROWN SAUVIGNON BLANC - 750ML,WINE,4.43,2.0,4.0
2020,3,REMY COINTREAU USA,166582,BRUICHLADDICH PORT CHARLOTTE 10YR - 750ML,LIQUOR,0.68,1.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166587,BOORDY LANDMARK ROSE DRY  - 750ML,WINE,0.0,0.0,14.0
2020,3,RELIABLE CHURCHILL LLLP,166588,BOORDY TERRA MARIA RED - 750ML,WINE,0.0,0.0,1.0
2020,3,TESTA WINES OF THE WORLD LTD,166589,RUTINI ENCUENTRO CHARDONNAY - 750ML,WINE,0.16,0.0,0.0
2020,3,TAPWINES,166591,FRIZANTE PIU FIZZ - 20L KEG,WINE,0.0,0.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166597,BELVEDERE PURE VDK VAP - 750ML,LIQUOR,0.0,3.0,0.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,166598,INGLENOOK 1882 CAB - 750ML,WINE,0.0,0.0,1.0
2020,3,PRESTIGE BEVERAGE GROUP OF MD LLC,166600,DROUHIN LAFORET BOURG P/NOIR - 750ML,WINE,0.82,1.0,0.0
2020,3,FETZER VINEYARDS,166606,BONTERRA EQUINOX RED - 750ML,WINE,1.77,2.0,0.0
2020,3,TAPWINES,166607,THIERRY GRANDIN CUVEE MARCEL JARDIN 1ER CRU - 750ML,WINE,0.0,0.0,-1.0
2020,3,BARON FRANCOIS LTD,166608,CH LECONTE MARQUEY SAINT EMILION - 750ML,WINE,0.57,1.0,2.0
2020,3,TESTA WINES OF THE WORLD LTD,166609,TESTA FAMILY SELECTION MONTEPULCIANO D'ABRUZZO - 750ML,WINE,0.0,0.0,1.0
2020,3,RELIABLE CHURCHILL LLLP,166610,CAPRICCIO WHITE SANGRIA- 750ML,WINE,36.5,37.0,57.0
2020,3,BARON FRANCOIS LTD,166618,CH LA MOULINIERE WH BORD - 750ML,WINE,0.81,0.0,2.0
2020,3,THE RIVER WINE,166634,CONTESSA ANNALISA MOSCATO GOLD - 750ML,WINE,0.0,0.0,2.0
2020,3,TESTA WINES OF THE WORLD LTD,166635,MODERN VINES GHOST YARD RED - 750ML,WINE,0.0,0.0,1.0
2020,3,RELIABLE CHURCHILL LLLP,166642,RIONDO PROSECCO EX DRY COLLEZIONE - 750ML,WINE,0.0,0.0,1.0
2020,3,RELIABLE CHURCHILL LLLP,166643,BLUECOAT GIN OAK BARREL FINISHED 94 - 750ML,LIQUOR,1.87,0.0,0.0
2020,3,THE HESS COLLECTION,166646,HESS SHIRTAIL CREEK P/NOIR - 750ML,WINE,0.0,0.0,6.0
2020,3,E & J GALLO WINERY,166647,ROSE D'OR CREMANT ROSE BRUT- 750ML,WINE,0.0,0.0,10.0
2020,3,RELIABLE CHURCHILL LLLP,166649,A BY ACACIA ROSE - 750ML,WINE,0.0,0.0,1.0
2020,3,FRANCIS COPPOLA WINERY LLC,166650,COPPOLA DIAMOND P NOIR OREGON - 750ML,WINE,0.0,0.0,2.0
2020,3,RELIABLE CHURCHILL LLLP,166652,CAPRICCIO ROSE SANGRIA - 750ML,WINE,34.97,29.83,70.0
2020,3,RELIABLE CHURCHILL LLLP,166653,CAPRICCIO WHITE SANGRIA - 375ML,WINE,5.42,4.0,2.0
2020,3,RELIABLE CHURCHILL LLLP,166654,VINA VIK RED BLEND WD - 750ML,WINE,0.0,0.0,1.0
2020,3,RELIABLE CHURCHILL LLLP,166655,VINA VIK PIU BELLE - 750ML,WINE,0.0,0.0,1.0
2020,3,CAMPARI AMERICA LLC,166658,ESPOLON BLANCO TEQ - 1.75L,LIQUOR,28.96,25.83,0.0
2020,3,STOLI GROUP (USA) LLC,166659,STOLI PREM VDK W/BATTERY CHARGER -750ML,LIQUOR,2.21,4.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166660,CAPRICCIO WATERMELON SANGRIA - 750ML,WINE,22.04,25.0,21.0
2020,3,AMERICAN BEVERAGE MARKETERS,166661,MASTER OF MIXES COCKTAIL ESSENTIALS SIMPLE SYRUP-NA,NON-ALCOHOL,29.85,35.0,1.0
2020,3,AMERICAN BEVERAGE MARKETERS,166662,AGALIMA SWEET & SOUR MIX - 1L,NON-ALCOHOL,15.59,17.0,0.0
2020,3,AMERICAN BEVERAGE MARKETERS,166663,AGALIMA MARGARITA MIX - 1L,NON-ALCOHOL,40.57,37.0,0.0
2020,3,BARON FRANCOIS LTD,166666,LITTLE CRICKET GRUNER VELTLINER - 750ML,WINE,0.0,0.0,1.0
2020,3,CAMPARI AMERICA LLC,166669,GRAND MARNIER CORDON ROUGE GLENCAIRN GLASS VAP,LIQUOR,0.51,3.0,0.0
2020,3,DEUTSCH FAMILY WINE & SPIRITS,166673,JOSH CELLARS NORTH COAST RSV CHARD - 750ML,WINE,3.64,2.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166676,MEZCAL VAGO ESPADIN JARQUIN - 750ML,LIQUOR,1.52,1.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166689,OPUS ONE 16,WINE,0.17,1.0,0.0
2020,3,STOLI GROUP (USA) LLC,166690,STOLI ELIT VODKA W/STEEL CUP & STRAW - 750ML,LIQUOR,2.75,0.0,0.0
2020,3,RELIABLE CHURCHILL LLLP,166693,WHISTLEPIG SEL BARRELL RYE BATCH #2-117.3 - 750ML,LIQUOR,1.53,0.0,0.0
2020,3,HEAVEN HILL DISTILLERIES INC,16705,HPNOTIQ LIQUEUR - 750ML,LIQUOR,39.07,46.0,0.0
2020,3,PRESTIGE BEVERAGE GROUP OF MD LLC,167266,GALIL MT GALILEE MER - 750ML,WINE,0.0,0.0,1.0
2020,3,BACCHUS IMPORTERS LTD,167312,BUEHLER VYDS N/V ZIN - 750ML,WINE,0.33,1.0,0.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,16756,FERRARI CARANO CHARD TRE TERRE - 750ML,WINE,1.08,1.0,0.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",167681,HAHN EST CHARD - 750ML,WINE,0.33,1.0,16.0
2020,3,SAZERAC CO,16772,99 SCHNAPPS - BANANA - 1L,LIQUOR,0.0,1.0,0.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",168033,HAHN EST MER - 750ML,WINE,0.0,0.0,4.0
2020,3,DIAGEO NORTH AMERICA INC,16810,GEORGE DICKEL #8 SOUR MASH - 1.75L,LIQUOR,1.86,0.0,0.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",168750,CITRA MONT D'ABRU - 750ML,WINE,0.0,0.0,6.0
2020,3,MONSIEUR TOUTON SELECTION,169005,PETIT BOURGEOIS S/BLC  - 750ML,WINE,0.0,0.0,5.0
2020,3,ROYAL WINE CORP,169129,KEDEM CONCORD GRAPE - 187ML,WINE,0.0,0.0,10.0
2020,3,RELIABLE CHURCHILL LLLP,169161,ARIEL CHARD NON ALCOHOLIC - 750ML,NON-ALCOHOL,1.81,1.0,8.0
2020,3,JIM BEAM BRANDS CO,16918,CRUZAN RUM - VANILLA - 750ML,LIQUOR,1.39,0.0,0.0
2020,3,RVWC LLC,169617,PERRONE BIGARO - 750ML,WINE,0.0,0.0,1.0
2020,3,VINTAGE WINE ESTATES INC,169765,CARTLIDGE & BROWN CHARD - 750ML,WINE,0.17,0.0,0.0
2020,3,PROXIMO SPIRITS INC,16985,BUSHMILL'S MALT 16YR - 750ML,LIQUOR,1.69,2.0,0.0
2020,3,OPICI FAMILY DISTRIBUTING OF MD,169943,EL COTO RIOJA ROSADO - 750ML,WINE,0.32,0.0,0.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",169994,YAEGAKI NIGORI SAKE - 720ML,WINE,0.0,0.0,2.0
2020,3,JACKSON FAMILY ENTERPRISES INC,17000,K JACKSON GRAND RES CAB - 750ML,WINE,37.76,28.0,5.0
2020,3,BACCHUS IMPORTERS LTD,17027,PERRIN CDP VV - 750ML,WINE,0.16,0.0,0.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,17051,EROCIA RIESLING 6/CS - 750ML,WINE,1.01,1.0,0.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",170704,CAPARZO SANG - 750ML,WINE,0.0,0.0,22.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",170763,TASCA D'ALMERITA REGALEALI ROS - 750ML,WINE,0.0,0.0,2.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,171492,ARTESA CARNEROS CHARD - 750ML,WINE,0.16,0.0,0.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",171662,GRAHAMS LBV PORT 3/CS - 750ML,WINE,0.0,0.0,1.0
2020,3,HONIG VINEYARD AND WINERY,171956,HONIG NAPA CAB - 750ML,WINE,2.08,0.0,0.0
2020,3,MONSIEUR TOUTON SELECTION,172022,WILLM CREMANT BDN - 750ML,WINE,0.0,0.0,1.0
2020,3,BARON FRANCOIS LTD,172162,BEAUROY A GEOFFROY CHAB 1ER CR - 750ML,WINE,1.39,2.0,0.0
2020,3,SAZERAC CO,17256,OLD PULTENEY 12YR - 750ML,LIQUOR,0.85,2.0,0.0
2020,3,YOUNG WON TRADING INC,172936,KUROMATSU HAHUSHIKA SAKE - 18L,WINE,0.0,0.0,1.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",173002,FALESCO EST EST EST - 750ML,WINE,0.0,0.0,1.0
2020,3,SAZERAC CO,17353,BUFFALO TRACE BOURBON - 750ML,LIQUOR,34.44,37.0,5.0
2020,3,SAZERAC CO,17361,BUFFALO TRACE - 1L,LIQUOR,6.72,8.0,0.0
2020,3,LANTERNA DISTRIBUTORS INC,173649,TENUTA S ANNA PROSECCO EX DRY - 750ML,WINE,0.0,0.0,2.0
2020,3,RELIABLE CHURCHILL LLLP,173762,GRGICH HILLS F/BLC 12/CS - 375ML,WINE,0.25,0.0,0.0
2020,3,YOUNG WON TRADING INC,174440,BEK SAE JU NEW KOOK SOON DON - 375ML,WINE,0.0,0.0,11.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",174971,GRAHAMS PORTO FINE TAWNY PORT - 750ML,WINE,0.0,0.0,1.0
2020,3,PREMIUM DISTRIBUTORS INC,175,EMPTY 1/2 KEG (30.00),DUNNAGE,0.0,0.0,-2070.0
2020,3,JACK POUST & COMPANY INC,17515,SAINT HILAIRE SPARK BRUT - 750ML,WINE,25.25,23.0,2.0
2020,3,CONSTANTINE WINES INC,175501,BOGLE CHARD - 750ML,WINE,19.7,19.0,48.0
2020,3,BACARDI USA INC,17582,BOMBAY GIN - SAPPHIRE - 1.75L,LIQUOR,146.69,165.0,0.0
2020,3,BACARDI USA INC,17590,BOMBAY GIN - SAPPHIRE - 1L,LIQUOR,27.64,28.0,11.0
2020,3,BARON FRANCOIS LTD,177091,SAUTEREAU RED SANCERRE - 750ML,WINE,1.41,1.0,1.0
2020,3,KYSELA PERE ET FILS LTD,177156,THORN CLARKE TERRA BAROSSA SHZ - 750ML,WINE,0.0,0.0,6.0
2020,3,"THE COUNTRY VINTNER, LLC DBA WINEBOW",177334,DR PAULY BERG BERN BAD RIES KAB - 750ML,WINE,0.73,0.0,0.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,177466,D'ARENBURG HERMIT CRAB - 750ML,WINE,0.0,0.0,2.0
2020,3,SOUTHERN GLAZERS WINE AND SPIRITS,177474,MONSANTO CHN CL RES - 750ML,WINE,0.16,0.0,0.0
2020,3,BACCHUS IMPORTERS LTD,177741,PATIENT COTTAT S/BLC - 750ML,WINE,0.0,0.0,9.92
2020,3,BACCHUS IMPORTERS LTD,178063,LA VIELLE FERME CDV ROSE - 750ML,WINE,27.41,26.0,38.0
2020,3,DIAGEO NORTH AMERICA INC,17825,"DON JULIO TEQUILA - ""1942"" - 750ML",LIQUOR,24.11,6.0,1.0
2020,3,ROYAL WINE CORP,178365,HERZOG L/H CH/BLC - 750ML,WINE,0.0,0.0,1.0
2020,3,REPUBLIC NATIONAL DISTRIBUTING CO,17868,LINGANORE WH RAVEN - 750ML,WINE,1.47,0.92,1.0
2020,3,PROXIMO SPIRITS INC,17876,BOODLE'S GIN - 1.75L,LIQUOR,10.67,10.0,0.0
2020,3,BARON FRANCOIS LTD,178918,CA LUNGHETTA P/GRIG - 750ML,WINE,0.57,1.0,3.0
2020,3,MONTEBELLO BRANDS INC,17906,MONTEBELLO LONG ISLAND ICE TEA - 1.75L,LIQUOR,36.22,37.0,0.0
